,sucursal,nombre,ip,channel,starttime,endtime,diff
190,2179,,192.169.47.194,2,2023-04-17 22:59:00,2023-04-18 11:09:58,730.9666666666667
191,2179,,192.169.47.194,3,2023-04-17 22:59:00,2023-04-18 11:09:57,730.95
192,2179,,192.169.47.194,4,2023-04-17 22:59:00,2023-04-18 11:10:56,731.9333333333333
193,2179,,192.169.47.194,5,2023-04-17 22:59:00,2023-04-18 11:10:56,731.9333333333333
194,2173,EL JOBO,192.169.40.2,0,2023-04-18 07:00:04,2023-04-18 23:59:00,1018.9333333333333
195,2155,BOCHIL CHIAPAS,192.169.24.194,3,2023-04-18 12:16:16,2023-04-18 12:17:23,1.1166666666666667
196,2155,BOCHIL CHIAPAS,192.169.24.194,3,2023-04-18 14:28:19,2023-04-18 14:29:23,1.0666666666666667
197,2125,SANTA CRUZ QUILEHTLA,192.169.22.242,3,2023-04-18 14:29:43,2023-04-18 14:43:14,13.516666666666667
198,2125,SANTA CRUZ QUILEHTLA,192.169.22.242,3,2023-04-18 19:39:44,2023-04-18 20:41:43,61.983333333333334
199,2102,SAN GREGORIO ATZOMPA,192.168.249.2,0,2023-04-17 22:59:00,2023-04-18 13:18:30,859.5
200,2102,SAN GREGORIO ATZOMPA,192.168.249.2,1,2023-04-17 22:59:00,2023-04-18 12:04:22,785.3666666666667
201,2102,SAN GREGORIO ATZOMPA,192.168.249.2,2,2023-04-17 22:59:00,2023-04-18 12:04:21,785.35
202,2102,SAN GREGORIO ATZOMPA,192.168.249.2,3,2023-04-17 22:59:00,2023-04-18 12:05:20,786.3333333333334
203,2102,SAN GREGORIO ATZOMPA,192.168.249.2,4,2023-04-17 22:59:00,2023-04-18 12:04:50,785.8333333333334
204,2102,SAN GREGORIO ATZOMPA,192.168.249.2,5,2023-04-17 22:59:00,2023-04-18 12:04:21,785.35
205,2062,NOPALA DE VILLAGRAN HIDALGO,192.168.240.226,0,2023-04-18 14:16:15,2023-04-18 17:58:31,222.26666666666668
206,2062,NOPALA DE VILLAGRAN HIDALGO,192.168.240.226,1,2023-04-18 18:16:54,2023-04-18 23:59:00,342.1
207,2062,NOPALA DE VILLAGRAN HIDALGO,192.168.240.226,1,2023-04-18 14:16:18,2023-04-18 17:58:31,222.21666666666667
208,2062,NOPALA DE VILLAGRAN HIDALGO,192.168.240.226,2,2023-04-18 18:16:48,2023-04-18 23:59:00,342.2
209,2062,NOPALA DE VILLAGRAN HIDALGO,192.168.240.226,2,2023-04-18 14:16:12,2023-04-18 17:58:31,222.31666666666666
210,2062,NOPALA DE VILLAGRAN HIDALGO,192.168.240.226,3,2023-04-18 18:16:45,2023-04-18 23:59:00,342.25
211,2062,NOPALA DE VILLAGRAN HIDALGO,192.168.240.226,3,2023-04-18 14:16:15,2023-04-18 17:59:31,223.26666666666668
212,2062,NOPALA DE VILLAGRAN HIDALGO,192.168.240.226,4,2023-04-18 18:16:52,2023-04-18 23:59:00,342.1333333333333
213,2062,NOPALA DE VILLAGRAN HIDALGO,192.168.240.226,4,2023-04-18 14:16:17,2023-04-18 17:58:31,222.23333333333332
214,2062,NOPALA DE VILLAGRAN HIDALGO,192.168.240.226,5,2023-04-18 18:16:54,2023-04-18 23:59:00,342.1
215,2062,NOPALA DE VILLAGRAN HIDALGO,192.168.240.226,5,2023-04-18 14:16:10,2023-04-18 17:59:31,223.35
216,2060,MOCHITLAN,192.169.38.130,0,2023-04-18 18:16:43,2023-04-18 23:59:00,342.28333333333336
217,2015,,192.169.41.162,5,2023-04-18 12:55:17,2023-04-18 13:01:08,5.85
218,2007,SAN PEDRO DE LOS BAÑOS TOLUCA ESTADO DE MEXICO,192.168.237.178,0,2023-04-18 18:12:40,2023-04-18 18:45:15,32.583333333333336
219,2007,SAN PEDRO DE LOS BAÑOS TOLUCA ESTADO DE MEXICO,192.168.237.178,1,2023-04-18 18:12:46,2023-04-18 18:45:15,32.483333333333334
220,2007,SAN PEDRO DE LOS BAÑOS TOLUCA ESTADO DE MEXICO,192.168.237.178,2,2023-04-18 18:12:42,2023-04-18 18:45:15,32.55
221,2007,SAN PEDRO DE LOS BAÑOS TOLUCA ESTADO DE MEXICO,192.168.237.178,3,2023-04-18 18:12:41,2023-04-18 18:46:15,33.56666666666667
222,2007,SAN PEDRO DE LOS BAÑOS TOLUCA ESTADO DE MEXICO,192.168.237.178,4,2023-04-18 18:12:46,2023-04-18 18:46:15,33.483333333333334
223,2007,SAN PEDRO DE LOS BAÑOS TOLUCA ESTADO DE MEXICO,192.168.237.178,5,2023-04-18 18:12:41,2023-04-18 18:45:15,32.56666666666667
224,2005,,192.169.41.130,1,2023-04-19 00:00:00,2023-04-18 23:59:00,-1.0
225,2005,,192.169.41.130,2,2023-04-19 00:00:00,2023-04-18 23:59:00,-1.0
226,2005,,192.169.41.130,3,2023-04-19 00:00:00,2023-04-18 23:59:00,-1.0
227,2005,,192.169.41.130,4,2023-04-19 00:00:00,2023-04-18 23:59:00,-1.0
228,2005,,192.169.41.130,5,2023-04-19 00:00:00,2023-04-18 23:59:00,-1.0
229,2004,"PRIMERA DE MAYO, HUEYPOXTLA",192.169.41.114,0,2023-04-19 00:00:00,2023-04-18 23:59:00,-1.0
230,1974,EMILIO CARRANZA CENTRO,192.169.16.66,0,2023-04-18 19:10:00,2023-04-18 20:54:36,104.6
231,1974,EMILIO CARRANZA CENTRO,192.169.16.66,1,2023-04-18 19:10:50,2023-04-18 20:54:36,103.76666666666667
232,1974,EMILIO CARRANZA CENTRO,192.169.16.66,2,2023-04-18 19:12:08,2023-04-18 20:54:36,102.46666666666667
233,1974,EMILIO CARRANZA CENTRO,192.169.16.66,3,2023-04-18 19:11:36,2023-04-18 20:54:36,103.0
234,1974,EMILIO CARRANZA CENTRO,192.169.16.66,4,2023-04-18 19:26:24,2023-04-18 20:55:36,89.2
235,1974,EMILIO CARRANZA CENTRO,192.169.16.66,5,2023-04-18 19:24:46,2023-04-18 20:55:07,90.35
236,1933,"MIAHUATLAN, REFORMA",192.169.0.82,2,2023-04-18 13:38:53,2023-04-18 20:29:58,411.0833333333333
237,1919,TERRENATE,192.168.253.242,0,2023-04-17 22:59:00,2023-04-18 08:42:41,583.6833333333333
238,1919,TERRENATE,192.168.253.242,1,2023-04-17 22:59:00,2023-04-18 08:42:42,583.7
239,1919,TERRENATE,192.168.253.242,2,2023-04-17 22:59:00,2023-04-18 08:42:41,583.6833333333333
240,1919,TERRENATE,192.168.253.242,3,2023-04-17 22:59:00,2023-04-18 08:42:41,583.6833333333333
241,1919,TERRENATE,192.168.253.242,4,2023-04-17 22:59:00,2023-04-18 08:43:42,584.7
242,1919,TERRENATE,192.168.253.242,5,2023-04-17 22:59:00,2023-04-18 08:43:41,584.6833333333333
243,1902,SAN CIRO DE ACOSTA BARRIO SAN JOSE,192.168.251.82,0,2023-04-18 10:48:07,2023-04-18 10:53:04,4.95
244,1902,SAN CIRO DE ACOSTA BARRIO SAN JOSE,192.168.251.82,1,2023-04-18 10:48:09,2023-04-18 10:53:04,4.916666666666667
245,1902,SAN CIRO DE ACOSTA BARRIO SAN JOSE,192.168.251.82,2,2023-04-18 10:48:03,2023-04-18 10:53:04,5.016666666666667
246,1902,SAN CIRO DE ACOSTA BARRIO SAN JOSE,192.168.251.82,3,2023-04-18 10:48:07,2023-04-18 10:53:04,4.95
247,1902,SAN CIRO DE ACOSTA BARRIO SAN JOSE,192.168.251.82,4,2023-04-18 10:48:07,2023-04-18 10:54:04,5.95
248,1902,SAN CIRO DE ACOSTA BARRIO SAN JOSE,192.168.251.82,5,2023-04-18 10:48:07,2023-04-18 10:54:04,5.95
249,1861,HUITZO,192.169.22.210,0,2023-04-17 22:59:00,2023-04-18 02:45:07,226.11666666666667
250,1861,HUITZO,192.169.22.210,0,2023-04-18 02:47:07,2023-04-18 02:55:37,8.5
251,1861,HUITZO,192.169.22.210,0,2023-04-18 02:59:19,2023-04-18 04:27:37,88.3
252,1861,HUITZO,192.169.22.210,0,2023-04-18 09:51:07,2023-04-18 10:49:07,58.0
253,1861,HUITZO,192.169.22.210,0,2023-04-18 18:10:14,2023-04-18 21:09:37,179.38333333333333
254,1861,HUITZO,192.169.22.210,0,2023-04-18 21:10:37,2023-04-18 22:51:37,101.0
255,1788,PURUAGUA,192.169.19.242,0,2023-04-18 00:39:36,2023-04-18 05:37:55,298.31666666666666
256,1788,PURUAGUA,192.169.19.242,1,2023-04-18 00:32:30,2023-04-18 05:37:55,305.4166666666667
257,1788,PURUAGUA,192.169.19.242,2,2023-04-18 00:32:44,2023-04-18 05:37:57,305.21666666666664
258,1788,PURUAGUA,192.169.19.242,3,2023-04-18 00:43:20,2023-04-18 05:38:25,295.0833333333333
259,1788,PURUAGUA,192.169.19.242,4,2023-04-18 00:42:51,2023-04-18 05:38:24,295.55
260,1788,PURUAGUA,192.169.19.242,5,2023-04-18 00:44:06,2023-04-18 05:37:56,293.8333333333333
261,1694,NILTEPEC,192.169.17.226,0,2023-04-18 07:00:04,2023-04-18 23:59:00,1018.9333333333333
262,1685,MORRO DE MAZATAN OAXACA,192.168.246.194,0,2023-04-18 07:00:04,2023-04-18 23:59:00,1018.9333333333333
263,1675,SAN JUAN LACHIGALLA,192.168.247.34,0,2023-04-18 07:00:04,2023-04-18 23:59:00,1018.9333333333333
264,1674,,192.169.49.34,0,2023-04-18 07:00:04,2023-04-18 23:59:00,1018.9333333333333
265,1669,SAN JOSE CHILTEPEC,192.168.247.66,0,2023-04-18 09:37:42,2023-04-18 09:42:48,5.1
266,1669,SAN JOSE CHILTEPEC,192.168.247.66,0,2023-04-18 22:01:30,2023-04-18 22:07:44,6.233333333333333
267,1669,SAN JOSE CHILTEPEC,192.168.247.66,1,2023-04-18 09:37:40,2023-04-18 09:42:50,5.166666666666667
268,1669,SAN JOSE CHILTEPEC,192.168.247.66,1,2023-04-18 22:01:35,2023-04-18 22:07:45,6.166666666666667
269,1669,SAN JOSE CHILTEPEC,192.168.247.66,2,2023-04-18 09:37:44,2023-04-18 09:42:48,5.066666666666666
270,1669,SAN JOSE CHILTEPEC,192.168.247.66,2,2023-04-18 22:01:36,2023-04-18 22:07:42,6.1
271,1669,SAN JOSE CHILTEPEC,192.168.247.66,3,2023-04-18 09:37:36,2023-04-18 09:43:47,6.183333333333334
272,1669,SAN JOSE CHILTEPEC,192.168.247.66,3,2023-04-18 22:01:33,2023-04-18 22:08:12,6.65
273,1669,SAN JOSE CHILTEPEC,192.168.247.66,4,2023-04-18 09:37:40,2023-04-18 09:42:49,5.15
274,1669,SAN JOSE CHILTEPEC,192.168.247.66,4,2023-04-18 22:01:33,2023-04-18 22:07:45,6.2
275,1669,SAN JOSE CHILTEPEC,192.168.247.66,5,2023-04-18 09:37:40,2023-04-18 09:43:47,6.116666666666666
276,1669,SAN JOSE CHILTEPEC,192.168.247.66,5,2023-04-18 22:01:33,2023-04-18 22:08:13,6.666666666666667
277,1634,TECOZAUTLA,192.169.18.2,0,2023-04-18 03:50:43,2023-04-18 03:57:29,6.766666666666667
278,1634,TECOZAUTLA,192.169.18.2,0,2023-04-18 04:40:25,2023-04-18 04:42:28,2.05
279,1634,TECOZAUTLA,192.169.18.2,0,2023-04-18 15:10:38,2023-04-18 15:11:58,1.3333333333333333
280,1634,TECOZAUTLA,192.169.18.2,0,2023-04-18 15:32:40,2023-04-18 15:33:58,1.3
281,1634,TECOZAUTLA,192.169.18.2,0,2023-04-18 15:43:13,2023-04-18 15:45:28,2.25
282,1624,PUEBLO NUEVO DE MORELOS SEDENA,192.169.18.146,5,2023-04-18 09:54:01,2023-04-18 23:59:00,844.9833333333333
283,1613,FRONTERA LAS PALMAS COAHUILA,192.169.27.114,0,2023-04-18 07:00:04,2023-04-18 23:59:00,1018.9333333333333
284,1601,PARRAL SEDENA,192.169.16.98,0,2023-04-18 03:00:00,2023-04-18 23:59:00,1259.0
285,1595,TAPACHULA SEDENA,192.168.234.194,1,2023-04-18 02:36:19,2023-04-18 23:59:00,1282.6833333333334
286,1595,TAPACHULA SEDENA,192.168.234.194,2,2023-04-18 02:36:21,2023-04-18 23:59:00,1282.65
287,1595,TAPACHULA SEDENA,192.168.234.194,3,2023-04-18 02:36:19,2023-04-18 23:59:00,1282.6833333333334
288,1595,TAPACHULA SEDENA,192.168.234.194,4,2023-04-18 02:36:21,2023-04-18 23:59:00,1282.65
289,1595,TAPACHULA SEDENA,192.168.234.194,5,2023-04-18 02:36:20,2023-04-18 23:59:00,1282.6666666666667
290,1594,SOYALO CABECERA,192.168.234.50,0,2023-04-18 02:36:20,2023-04-18 23:59:00,1282.6666666666667
291,1593,"FRANCISCO SARABIA, SOYALO",192.168.234.66,0,2023-04-18 07:00:05,2023-04-18 23:59:00,1018.9166666666666
292,1566,"CARDENAS, C-16",192.168.252.194,0,2023-04-18 07:00:04,2023-04-18 23:59:00,1018.9333333333333
293,1565,BADIRAGUATO,192.169.13.146,0,2023-04-18 07:00:04,2023-04-18 23:59:00,1018.9333333333333
294,1564,CUAUTLA PALMAS,192.168.243.114,0,2023-04-17 22:59:00,2023-04-18 10:29:12,690.2
295,1564,CUAUTLA PALMAS,192.168.243.114,1,2023-04-17 22:59:00,2023-04-18 10:29:12,690.2
296,1564,CUAUTLA PALMAS,192.168.243.114,1,2023-04-18 19:31:19,2023-04-18 23:59:00,267.68333333333334
297,1564,CUAUTLA PALMAS,192.168.243.114,2,2023-04-17 22:59:00,2023-04-18 10:30:12,691.2
298,1564,CUAUTLA PALMAS,192.168.243.114,2,2023-04-18 19:29:33,2023-04-18 23:59:00,269.45
299,1564,CUAUTLA PALMAS,192.168.243.114,3,2023-04-17 22:59:00,2023-04-18 10:30:13,691.2166666666667
300,1564,CUAUTLA PALMAS,192.168.243.114,3,2023-04-18 19:31:13,2023-04-18 23:59:00,267.78333333333336
301,1564,CUAUTLA PALMAS,192.168.243.114,4,2023-04-17 22:59:00,2023-04-18 10:29:12,690.2
302,1564,CUAUTLA PALMAS,192.168.243.114,4,2023-04-18 19:29:59,2023-04-18 23:59:00,269.01666666666665
303,1564,CUAUTLA PALMAS,192.168.243.114,5,2023-04-17 22:59:00,2023-04-18 10:29:12,690.2
304,1564,CUAUTLA PALMAS,192.168.243.114,5,2023-04-18 19:31:20,2023-04-18 23:59:00,267.6666666666667
305,1563,CHURINTZIO,192.169.13.194,0,2023-04-18 19:31:00,2023-04-18 23:59:00,268.0
306,1548,ALAMOS SADER,192.169.9.226,0,2023-04-18 07:00:04,2023-04-18 23:59:00,1018.9333333333333
307,1542,ZACAPU,192.168.243.2,0,2023-04-18 07:00:04,2023-04-18 23:59:00,1018.9333333333333
308,1514,CHETUMAL SCT,192.168.251.66,3,2023-04-18 06:04:08,2023-04-18 06:05:15,1.1166666666666667
309,1514,CHETUMAL SCT,192.168.251.66,3,2023-04-18 06:08:34,2023-04-18 06:09:45,1.1833333333333333
310,1514,CHETUMAL SCT,192.168.251.66,3,2023-04-18 06:16:36,2023-04-18 06:17:44,1.1333333333333333
311,1514,CHETUMAL SCT,192.168.251.66,3,2023-04-18 06:28:01,2023-04-18 06:29:15,1.2333333333333334
312,1514,CHETUMAL SCT,192.168.251.66,3,2023-04-18 06:43:01,2023-04-18 06:44:15,1.2333333333333334
313,1514,CHETUMAL SCT,192.168.251.66,3,2023-04-18 08:49:40,2023-04-18 08:50:44,1.0666666666666667
314,1514,CHETUMAL SCT,192.168.251.66,3,2023-04-18 11:26:39,2023-04-18 11:27:43,1.0666666666666667
315,1514,CHETUMAL SCT,192.168.251.66,3,2023-04-18 14:14:05,2023-04-18 14:15:14,1.15
316,1514,CHETUMAL SCT,192.168.251.66,3,2023-04-18 16:15:37,2023-04-18 16:16:44,1.1166666666666667
317,1514,CHETUMAL SCT,192.168.251.66,3,2023-04-18 18:31:31,2023-04-18 18:32:43,1.2
318,1514,CHETUMAL SCT,192.168.251.66,3,2023-04-18 19:41:11,2023-04-18 19:42:15,1.0666666666666667
319,1514,CHETUMAL SCT,192.168.251.66,3,2023-04-18 21:19:59,2023-04-18 21:21:12,1.2166666666666666
320,1514,CHETUMAL SCT,192.168.251.66,3,2023-04-18 21:25:34,2023-04-18 21:26:42,1.1333333333333333
321,1514,CHETUMAL SCT,192.168.251.66,3,2023-04-18 21:32:36,2023-04-18 21:33:43,1.1166666666666667
322,1514,CHETUMAL SCT,192.168.251.66,3,2023-04-18 22:02:01,2023-04-18 22:03:13,1.2
323,1497,SAN LORENZO CHIAUTZINGO,192.168.248.114,0,2023-04-18 07:00:04,2023-04-18 23:59:00,1018.9333333333333
324,1496,SAN PEDRO TAPANATEPEC,192.168.248.18,0,2023-04-18 07:00:04,2023-04-18 23:59:00,1018.9333333333333
325,1483,TUXTLA CHICO,192.168.233.210,4,2023-04-18 17:53:53,2023-04-18 17:56:48,2.9166666666666665
326,1483,TUXTLA CHICO,192.168.233.210,5,2023-04-18 16:59:20,2023-04-18 17:01:48,2.466666666666667
327,1480,,192.169.39.242,0,2023-04-18 07:00:04,2023-04-18 23:59:00,1018.9333333333333
328,1433,TIZIMIN,192.169.2.226,0,2023-04-18 07:00:04,2023-04-18 23:59:00,1018.9333333333333
329,1431,TEMOZON YUCATAN,192.169.2.194,5,2023-04-18 10:13:50,2023-04-18 10:16:33,2.716666666666667
330,1431,TEMOZON YUCATAN,192.169.2.194,5,2023-04-18 10:17:40,2023-04-18 17:17:03,419.3833333333333
331,1277,DURANGO GUADALUPE VICTORIA,192.169.14.2,0,2023-04-18 06:00:04,2023-04-18 23:59:00,1078.9333333333334
332,1261,TEPIC NUEVA,192.168.243.178,5,2023-04-18 00:14:35,2023-04-18 00:15:47,1.2
333,1261,TEPIC NUEVA,192.168.243.178,5,2023-04-18 05:59:15,2023-04-18 06:03:47,4.533333333333333
334,1261,TEPIC NUEVA,192.168.243.178,5,2023-04-18 06:09:31,2023-04-18 06:12:16,2.75
335,1261,TEPIC NUEVA,192.168.243.178,5,2023-04-18 06:14:56,2023-04-18 06:24:47,9.85
336,1261,TEPIC NUEVA,192.168.243.178,5,2023-04-18 21:18:44,2023-04-18 21:20:17,1.55
337,1261,TEPIC NUEVA,192.168.243.178,5,2023-04-18 21:31:15,2023-04-18 21:32:46,1.5166666666666666
338,1261,TEPIC NUEVA,192.168.243.178,5,2023-04-18 21:36:36,2023-04-18 21:41:16,4.666666666666667
339,1261,TEPIC NUEVA,192.168.243.178,5,2023-04-18 21:44:28,2023-04-18 21:52:47,8.316666666666666
340,1261,TEPIC NUEVA,192.168.243.178,5,2023-04-18 21:54:56,2023-04-18 21:57:16,2.3333333333333335
341,1261,TEPIC NUEVA,192.168.243.178,5,2023-04-18 22:16:11,2023-04-18 22:19:46,3.5833333333333335
342,1261,TEPIC NUEVA,192.168.243.178,5,2023-04-18 22:28:07,2023-04-18 22:30:16,2.15
343,1258,GUERRERO NEGRO,192.168.232.2,0,2023-04-19 00:00:04,2023-04-18 23:59:00,-1.0666666666666667
344,1203,VILLA AVILA CAMACHO (LA CEIBA) PUEBLA,192.168.249.130,0,2023-04-18 07:00:04,2023-04-18 23:59:00,1018.9333333333333
345,1202,"CIUDAD SERDAN, EL CABALLITO",192.168.250.98,0,2023-04-18 07:00:04,2023-04-18 23:59:00,1018.9333333333333
346,1197,SAN JOSE CHIAPA NUEVO,192.168.250.162,0,2023-04-18 07:00:04,2023-04-18 23:59:00,1018.9333333333333
347,1192,,192.169.4.66,0,2023-04-18 07:00:04,2023-04-18 23:59:00,1018.9333333333333
348,1176,ZIMAPAN,192.168.241.66,1,2023-04-19 00:00:00,2023-04-18 23:59:00,-1.0
349,1176,ZIMAPAN,192.168.241.66,2,2023-04-19 00:00:00,2023-04-18 23:59:00,-1.0
350,1176,ZIMAPAN,192.168.241.66,3,2023-04-19 00:00:00,2023-04-18 23:59:00,-1.0
351,1176,ZIMAPAN,192.168.241.66,4,2023-04-19 00:00:00,2023-04-18 23:59:00,-1.0
352,1176,ZIMAPAN,192.168.241.66,5,2023-04-19 00:00:04,2023-04-18 23:59:00,-1.0666666666666667
353,1174,PARQUE DE POBLAMIENTO SOLIDARIDAD HIDALGO,192.168.240.210,0,2023-04-19 00:00:04,2023-04-18 23:59:00,-1.0666666666666667
354,1173,"HUEJUTLA DE REYES, CORRAL BLANCO",192.168.241.50,4,2023-04-18 09:57:49,2023-04-18 10:02:06,4.283333333333333
355,1173,"HUEJUTLA DE REYES, CORRAL BLANCO",192.168.241.50,4,2023-04-18 11:05:43,2023-04-18 11:11:14,5.516666666666667
356,1173,"HUEJUTLA DE REYES, CORRAL BLANCO",192.168.241.50,4,2023-04-18 11:13:05,2023-04-18 11:18:36,5.516666666666667
357,1173,"HUEJUTLA DE REYES, CORRAL BLANCO",192.168.241.50,4,2023-04-18 11:37:01,2023-04-18 11:39:07,2.1
358,1173,"HUEJUTLA DE REYES, CORRAL BLANCO",192.168.241.50,4,2023-04-18 11:41:25,2023-04-18 11:43:36,2.183333333333333
359,1173,"HUEJUTLA DE REYES, CORRAL BLANCO",192.168.241.50,4,2023-04-18 12:51:32,2023-04-18 12:54:09,2.6166666666666667
360,1173,"HUEJUTLA DE REYES, CORRAL BLANCO",192.168.241.50,4,2023-04-18 15:23:12,2023-04-18 15:26:35,3.3833333333333333
361,1115,"TEPEAPULCO, IMSS",192.168.227.82,0,2023-04-18 15:04:35,2023-04-18 15:13:05,8.5
362,1115,"TEPEAPULCO, IMSS",192.168.227.82,0,2023-04-18 15:16:54,2023-04-18 15:18:08,1.2333333333333334
